"COMMON","AVGEXP_YPD","AVGEXP_SD","DM_YPD","DM_YPD_CLASS","DM_SD","AvPromNucOcc","Num_RegTF_YeastractYT","MedPosDM_SD_TFYT","maxDM_TFYT","PosCorTF_YT","NumPosCor_withinTFs","NumNegCor_withinTFs","PercNegCor_withinTFs","PercPosCorWN_OVsites","N_TFSites400","N_TFSites500","N_TFSites600","N_TFSites700","N_TFSites800","N_TFSites900","N_TFSites1000","NumSites","NumOverlaps","RatOverlap.Numsites","NumCoopTF_Yang2010","NumCoopTF_Chen2012","PercCoopTF_Yang2010","Gb_H3K79me3_vsH3","Pugh2004_SAGA_Dominance","Pugh2004_TFIID_Dominance","ORF","location","chr"
"GEP4",1.065,1.065,-0.081,2,-0.081,0.73,17,0.597,0.597,2,13,0,0,0,0,0,1,1,2,0,1,6,0,0,2,4,11.76,0.505,NA,NA,"YHR100C",-314116,8
"GEP5",0.372,0.372,0.579,1,0.579,0.77,14,NA,0.224,4,7,0,0,0,2,1,1,0,0,0,3,8,1,0.12,2,7,14.29,0.615,NA,NA,"YLR091W",322297,12
"GEP7",0.641,0.641,-0.186,2,-0.186,0.81,17,NA,0.137,5,11,1,5.88,0,1,2,1,2,0,1,2,11,1,0.09,2,9,11.76,1.094,NA,NA,"YGL057C",-394966,7
"GET1",2.488,2.488,-0.108,2,-0.108,0.84,15,0.597,0.597,3,8,0,0,0,0,0,1,1,3,2,1,9,1,0.11,2,4,13.33,1.245,NA,NA,"YGL020C",-457163,7
"GET2",1.99,1.99,-0.084,2,-0.084,0.82,25,NA,0.26,3,22,4,16,13.64,5,0,0,2,1,3,2,17,5,0.29,5,12,20,1.027,NA,NA,"YER083C",-326174,5
"GET3",7.781,7.781,-0.119,2,-0.119,0.69,23,0.597,0.597,5,20,0,0,20,4,1,0,0,4,4,3,18,5,0.28,3,6,13.04,1.139,NA,NA,"YDL100C",-282112,4
"GET4",2.636,2.636,-0.08,2,-0.08,0.78,15,NA,0.192,2,10,0,0,10,0,0,1,0,2,0,0,6,2,0.33,3,4,20,1.077,NA,NA,"YOR164C",-643394,15
"GFA1",1.496,1.496,-0.015,2,-0.015,0.63,28,0.996,1.395,5,27,1,3.57,11.11,2,3,1,3,2,2,2,19,4,0.21,6,12,21.43,1.459,NA,NA,"YKL104C",-243220,11
"GFD1",2.788,2.788,-0.012,2,-0.012,0.62,23,NA,0.472,5,23,0,0,0,0,1,1,1,2,0,1,8,0,0,7,13,30.43,1.476,0,1,"YMR255W",778001,13
"GFD2",0.892,0.892,0.049,2,0.049,0.79,21,NA,0.26,0,19,0,0,5.26,2,1,0,3,1,3,3,15,1,0.07,2,8,9.52,0.968,NA,NA,"YCL036W",59026,3
"GGA1",0.446,0.446,-0.059,2,-0.059,0.58,29,NA,0.406,8,27,5,17.24,14.81,1,2,2,0,1,7,3,20,4,0.2,7,10,24.14,1.22,1,0,"YDR358W",1190059,4
"GGC1",1.915,1.915,0.051,2,0.051,0.69,46,NA,0.472,4,44,8,17.39,54.55,2,3,3,6,5,4,7,35,28,0.8,15,25,32.61,0.983,NA,NA,"YDL198C",-103649,4
"GIC1",0.251,0.251,0.18,2,0.18,0.71,26,0.996,1.395,9,23,1,3.85,17.39,2,3,2,0,2,3,0,16,6,0.38,5,11,19.23,1.186,0,1,"YHR061C",-221534,8
"GID7",0.783,0.783,0.071,2,0.071,0.74,21,NA,0.268,6,14,2,9.52,0,0,1,4,2,1,3,6,17,2,0.12,2,9,9.52,0.746,NA,NA,"YCL039W",52645,3
"GID8",0.546,0.546,-0.061,2,-0.061,0.36,30,NA,0.268,12,26,1,3.33,19.23,0,5,1,1,3,1,0,17,7,0.41,8,13,26.67,1.119,NA,NA,"YMR135C",-538689,13
"GIM4",2.044,2.044,-0.014,2,-0.014,0.72,17,0.597,0.597,0,11,0,0,9.09,0,1,0,0,1,0,2,6,1,0.17,0,6,0,0,0,1,"YEL003W",148176,5
"GIM5",1.682,1.682,0.136,2,0.136,0.76,42,NA,0.472,1,42,5,11.9,0,0,0,0,0,1,0,1,7,0,0,17,24,40.48,0,0,1,"YML094W",82275,13
"GIN4",0.601,0.601,0.441,2,0.441,0.61,26,1.395,1.395,2,21,4,15.38,14.29,4,1,0,3,0,2,4,18,5,0.28,6,9,23.08,1.441,1,0,"YDR507C",-1462358,4
"GIP1",0.055,0.055,0.143,2,0.143,0.76,27,NA,0.406,5,25,1,3.7,36,0,2,2,4,3,2,6,23,12,0.52,9,13,33.33,0.561,NA,NA,"YBR045C",-328173,2
"GIP2",0.077,0.077,-0.09,2,-0.09,0.69,32,1.395,1.395,9,32,2,6.25,15.62,2,2,1,2,5,2,5,21,7,0.33,6,20,18.75,0.471,NA,NA,"YER054C",-262052,5
"GIP3",0.838,0.838,-0.052,2,-0.052,0.52,27,1.151,1.705,12,25,3,11.11,0,1,0,2,4,2,0,1,14,2,0.14,7,15,25.93,1.458,NA,NA,"YPL137C",-292817,16
"GIP4",0.376,0.376,0.019,2,0.019,0.74,17,NA,0.26,3,9,0,0,11.11,0,1,0,1,1,1,10,15,6,0.4,2,7,11.76,1.261,NA,NA,"YAL031C",-84749,1
"GIR2",3.397,3.397,-0.086,2,-0.086,0.68,24,0.597,0.597,1,22,0,0,31.82,1,2,0,2,2,4,2,18,9,0.5,5,10,20.83,1.865,NA,NA,"YDR152W",765706,4
"GIS1",0.278,0.278,-0.232,2,-0.232,0.53,36,NA,0.472,15,36,6,16.67,33.33,1,3,2,3,3,4,11,31,12,0.39,11,15,30.56,1.308,1,0,"YDR096W",637139,4
"GIS2",14.803,14.803,-0.113,2,-0.113,0.76,38,0.597,0.597,0,37,2,5.26,8.11,1,0,2,1,2,0,2,13,4,0.31,13,17,34.21,1.334,0,1,"YNL255C",-167329,14
"GIS3",1.159,1.159,-0.091,2,-0.091,0.62,27,0.597,0.597,10,26,2,7.41,7.69,1,0,3,1,1,4,1,13,4,0.31,12,12,44.44,1.189,NA,NA,"YLR094C",-327730,12
"GIS4",0.569,0.569,0.096,2,0.096,0.59,24,1.395,1.395,5,23,1,4.17,4.35,2,3,0,1,1,1,1,10,1,0.1,8,13,33.33,1.489,NA,NA,"YML006C",-256092,13
"GIT1",0.018,0.018,-0.74,3,-0.74,0.65,35,NA,0.472,0,34,4,11.43,26.47,1,2,3,1,3,7,5,27,10,0.37,6,17,17.14,0.5,NA,NA,"YCR098C",-297049,3
"GLC3",0.455,0.455,0.704,1,0.704,0.68,46,0.597,0.597,13,45,12,26.09,13.33,2,2,1,5,2,4,2,29,7,0.24,12,16,26.09,0.874,1,0,"YEL011W",133120,5
"GLC7",11.673,11.673,-0.163,2,-0.163,0.7,18,NA,0.26,6,17,0,0,5.88,2,1,2,0,1,2,3,11,1,0.09,0,10,0,0,0,1,"YER133W",432495,5
"GLC8",3.006,3.006,-0.048,2,-0.048,0.73,13,NA,0.26,1,6,0,0,0,1,1,1,0,1,0,3,9,1,0.11,2,4,15.38,2.128,0,1,"YMR311C",-896914,13
"GLE1",1.789,1.789,-0.069,2,-0.069,0.72,15,NA,0.224,4,9,0,0,0,0,1,1,1,0,3,2,11,0,0,2,7,13.33,1.558,0,1,"YDL207W",88248,4
"GLE2",1.642,1.642,-0.146,2,-0.146,0.71,18,0.597,0.597,5,15,0,0,33.33,1,0,1,0,0,4,3,13,10,0.77,2,8,11.11,1.404,0,1,"YER107C",-373448,5
"GLG1",0.893,0.893,0.005,2,0.005,0.77,33,NA,0.26,14,33,0,0,3.03,1,1,2,1,4,1,1,13,2,0.15,5,16,15.15,0.904,NA,NA,"YKR058W",552770,11
"GLN1",8.443,8.443,0.184,2,0.184,0.34,38,0.996,1.395,4,38,1,2.63,36.84,1,0,1,3,5,6,3,20,17,0.85,14,17,36.84,0.739,1,0,"YPR035W",642208,16
"GLN3",0.425,0.425,-0.056,2,-0.056,0.78,16,0.597,0.597,3,8,0,0,0,2,1,0,0,3,1,1,10,1,0.1,2,5,12.5,1.342,NA,NA,"YER040W",229795,5
"GLN4",4.515,4.515,-0.038,2,-0.038,0.71,16,NA,0.26,1,13,0,0,0,2,1,0,0,1,0,0,5,0,0,0,9,0,1.694,0,1,"YOR168W",649303,15
"GLO1",4.027,4.027,-0.041,2,-0.041,0.66,34,NA,0.26,6,34,0,0,26.47,0,6,1,2,1,1,2,18,9,0.5,6,18,17.65,1.333,NA,NA,"YML004C",-261705,13
"GLO2",1.613,1.613,-0.078,2,-0.078,0.76,24,NA,0.26,4,22,0,0,13.64,3,2,2,2,3,0,5,19,6,0.32,0,12,0,1.044,0,1,"YDR272W",1009010,4
"GLO3",3.693,3.693,-0.088,2,-0.088,0.77,12,0.597,0.597,4,5,0,0,0,0,1,1,1,0,2,2,8,0,0,2,5,16.67,1.641,0,1,"YER122C",-402871,5
"GLR1",4.059,4.059,-0.067,2,-0.067,0.7,33,NA,0.472,0,33,1,3.03,6.06,1,0,1,2,2,1,1,11,2,0.18,13,10,39.39,1.023,0,1,"YPL091W",375502,16
"GLT1",2.371,2.371,-0.004,2,-0.004,0.57,27,NA,0.26,5,21,5,18.52,19.05,0,3,1,4,4,4,5,22,7,0.32,10,14,37.04,1.542,0,1,"YDL171C",-149203,4
"GMC1",0.152,0.152,-0.393,2,-0.393,0.64,21,NA,0.26,3,18,0,0,16.67,1,1,3,1,0,0,4,15,5,0.33,0,11,0,0.441,NA,NA,"YDR506C",-1459728,4
"GMH1",1.654,1.654,-0.079,2,-0.079,0.82,22,NA,0.127,1,16,0,0,0,0,0,1,3,1,1,1,9,1,0.11,5,8,22.73,0.831,NA,NA,"YKR030W",500282,11
"GNA1",1.389,1.389,-0.008,2,-0.008,0.79,21,NA,0.115,1,17,1,4.76,58.82,1,1,1,2,1,3,0,17,10,0.59,2,5,9.52,0.635,NA,NA,"YFL017C",-103983,6
"GND1",10.107,10.107,0.019,2,0.019,0.65,39,0.597,0.597,2,39,7,17.95,7.69,1,2,4,2,2,1,3,23,3,0.13,13,25,33.33,1.207,0,1,"YHR183W",470960,8
"GNT1",1.215,1.215,0.04,2,0.04,0.62,25,NA,0.147,2,23,1,4,0,1,1,0,0,2,1,0,10,0,0,6,7,24,1.381,NA,NA,"YOR320C",-913619,15
"GON7",1.284,1.284,-0.053,2,-0.053,0.66,25,NA,0.472,1,23,0,0,0,1,1,1,3,2,1,0,11,0,0,10,14,40,0.652,NA,NA,"YJL184W",83448,10
"GOR1",0.426,0.426,0.245,2,0.245,0.68,51,0.996,1.395,0,51,8,15.69,5.88,5,0,1,2,2,3,3,17,3,0.18,19,25,37.25,0.467,NA,NA,"YNL274C",-121118,14
"GOS1",1.05,1.05,0.027,2,0.027,0.79,33,0.597,0.597,0,31,4,12.12,12.9,1,2,0,3,2,3,0,16,7,0.44,4,10,12.12,0.874,NA,NA,"YHL031C",-38815,8
"GOT1",2.235,2.235,-0.047,2,-0.047,0.73,24,NA,0.224,2,19,6,25,5.26,3,0,1,1,0,2,0,10,3,0.3,10,12,41.67,0,0,1,"YMR292W",854795,13
"GPA1",1.893,1.893,0.167,2,0.167,0.52,29,0.996,1.395,4,27,2,6.9,11.11,1,3,1,1,1,3,3,14,3,0.21,6,12,20.69,1.144,1,0,"YHR005C",-113499,8
"GPA2",1.554,1.554,-0.04,2,-0.04,0.7,18,NA,0.26,6,16,0,0,18.75,1,3,1,0,2,4,3,16,3,0.19,2,7,11.11,1.03,1,0,"YER020W",195168,5
"GPB1",0.5,0.5,-0.029,2,-0.029,0.71,19,0.597,0.597,4,14,0,0,0,0,2,0,1,0,1,2,6,1,0.17,2,8,10.53,1.176,0,1,"YOR371C",-1031489,15
"GPD1",4.326,4.326,0.144,2,0.144,0.47,51,0.597,0.597,5,51,13,25.49,66.67,3,3,0,4,2,11,13,40,39,0.97,15,22,29.41,0.864,1,0,"YDL022W",411825,4
"GPG1",0.028,0.028,0.294,2,0.294,0.7,50,1.395,1.395,6,50,4,8,42,2,5,3,1,5,3,11,34,21,0.62,19,27,38,0.528,NA,NA,"YGL121C",-280777,7
"GPI1",0.705,0.705,-0.085,2,-0.085,0.84,18,0.597,0.597,3,13,0,0,0,0,3,2,0,0,2,2,14,1,0.07,3,10,16.67,1.171,NA,NA,"YGR216C",-922633,7
"GPI10",0.974,0.974,-0.012,2,-0.012,0.76,14,NA,0.472,0,5,0,0,0,0,0,0,0,2,1,1,4,1,0.25,0,4,0,1.016,NA,NA,"YGL142C",-236269,7
"GPI11",1.176,1.176,-0.089,2,-0.089,0.74,17,NA,0.26,5,10,0,0,10,0,0,0,2,2,5,3,13,3,0.23,0,8,0,0.873,0,1,"YDR302W",1067731,4
"GPI12",1.215,1.215,0.133,2,0.133,0.6,14,0.597,0.597,4,8,0,0,0,0,0,0,1,2,0,1,4,1,0.25,0,4,0,0.616,NA,NA,"YMR281W",832339,13
"GPI13",0.425,0.425,-0.065,2,-0.065,0.62,22,NA,0.147,7,19,2,9.09,0,2,1,1,1,0,0,2,9,0,0,0,7,0,1.227,0,1,"YLL031C",-77152,12
"GPI14",0.637,0.637,-0.086,2,-0.086,0.75,15,NA,0.115,0,7,0,0,0,1,1,0,0,1,1,0,7,0,0,0,5,0,0.694,NA,NA,"YJR013W",460382,10
"GPI15",1.228,1.228,-0.173,2,-0.173,0.76,18,0.597,0.597,4,11,0,0,9.09,0,1,0,0,3,0,3,8,4,0.5,4,8,22.22,1.029,NA,NA,"YNL038W",557020,14
"GPI16",1.732,1.732,-0.096,2,-0.096,0.7,31,0.597,0.597,5,29,7,22.58,3.45,2,1,2,2,3,3,2,16,1,0.06,9,9,29.03,0.96,NA,NA,"YHR188C",-482005,8
"GPI17",1.26,1.26,-0.166,2,-0.166,0.82,18,0.597,0.597,1,10,0,0,0,0,2,2,1,2,1,0,12,1,0.08,2,4,11.11,1.156,0,1,"YDR434W",1331237,4
"GPI18",1.161,1.161,-0.061,2,-0.061,0.8,30,0.996,1.395,3,27,2,6.9,37.04,0,2,2,1,3,8,8,25,13,0.52,9,13,30,0.901,NA,NA,"YBR004C",-244366,2
"GPI2",0.45,0.45,-0.035,2,-0.035,0.75,27,0.597,0.597,3,27,3,11.11,0,0,0,0,1,2,2,1,6,1,0.17,8,11,29.63,0.756,0,1,"YPL076W",410443,16
"GPI8",1.569,1.569,-0.034,2,-0.034,0.77,20,0.597,0.597,4,17,0,0,17.65,1,1,1,2,2,4,1,13,3,0.23,7,6,35,1.493,0,1,"YDR331W",1129588,4
"GPM1",90.156,90.156,0.054,2,0.054,0.64,30,0.597,0.597,1,27,7,23.33,0,3,1,0,3,0,1,1,13,1,0.08,10,16,33.33,0.832,1,0,"YKL152C",-163642,11
"GPM2",0.115,0.115,3.124,1,3.124,0.61,49,0.597,0.597,7,49,16,32.65,38.78,1,4,4,9,4,4,8,36,20,0.56,17,22,34.69,0.304,NA,NA,"YDL021W",413953,4
"GPN2",1.896,1.896,-0.047,2,-0.047,0.77,25,1.395,1.395,5,24,2,8,4.17,2,1,1,0,2,0,3,12,2,0.17,7,14,28,1.121,NA,NA,"YOR262W",817292,15
"GPN3",1.946,1.946,-0.131,2,-0.131,0.79,22,NA,0.26,4,20,0,0,0,2,1,0,1,1,3,2,12,0,0,6,7,27.27,1.155,NA,NA,"YLR243W",624203,12
"GPR1",0.393,0.393,-0.229,2,-0.229,0.8,15,0.597,0.597,4,10,0,0,0,0,1,1,0,5,1,3,12,3,0.25,0,9,0,1.538,NA,NA,"YDL035C",-389172,4
"GPT2",0.485,0.485,-0.088,2,-0.088,0.73,21,NA,0.12,10,19,1,4.76,5.26,1,1,2,1,3,2,1,11,1,0.09,3,8,14.29,1.082,1,0,"YKR067W",567918,11
"GPX1",0.104,0.104,-0.032,2,-0.032,0.73,44,0.597,0.597,8,42,4,9.3,4.76,0,0,1,4,1,3,1,18,3,0.17,15,20,34.09,0.524,NA,NA,"YKL026C",-389380,11
"GPX2",4.787,4.787,0.313,2,0.313,0.73,93,1.151,1.705,8,92,20,21.74,85.87,3,11,2,6,4,13,19,63,85,1.35,40,53,43.01,0.443,1,0,"YBR244W",707528,2
"GRC3",0.738,0.738,0.002,2,0.002,0.74,14,NA,0.26,2,10,0,0,0,0,1,2,0,0,1,3,7,1,0.14,2,6,14.29,1.223,NA,NA,"YLL035W",68580,12
"GRE1",0.059,0.059,0.684,1,0.684,0.76,37,1.395,1.395,4,36,2,5.41,5.56,1,1,2,1,1,1,2,12,2,0.17,4,19,10.81,0.41,NA,NA,"YPL223C",-128632,16
"GRE2",3.015,3.015,0.708,1,0.708,0.73,68,1.395,1.705,12,68,17,25,8.82,1,1,3,5,2,4,2,23,7,0.3,23,33,33.82,0.596,1,0,"YOL151W",43694,15
"GRE3",1.226,1.226,0.052,2,0.052,0.78,40,NA,0.268,4,40,5,12.5,5,1,1,0,2,1,4,3,15,2,0.13,10,21,25,0.991,0,1,"YHR104W",323409,8
"GRH1",1.863,1.863,0.013,2,0.013,0.58,21,NA,0.406,7,16,1,4.76,0,2,3,0,1,1,2,2,14,1,0.07,2,6,9.52,0.8,0,1,"YDR517W",1477239,4
"GRR1",0.58,0.58,-0.057,2,-0.057,0.77,12,0.597,0.597,3,8,0,0,0,0,0,1,0,1,3,1,6,0,0,3,6,25,1.583,NA,NA,"YJR090C",-590872,10
"GRS2",0.196,0.196,-0.289,2,-0.289,0.7,18,NA,0.26,3,14,0,0,0,0,1,0,0,1,1,0,5,0,0,0,12,0,0.828,NA,NA,"YPR081C",-702114,16
"GRX1",2.249,2.249,0.035,2,0.035,0.86,37,NA,0.472,3,35,6,16.22,42.86,2,1,3,2,3,7,8,30,16,0.53,15,26,40.54,0.714,1,0,"YCL035C",-60841,3
"GRX3",3.434,3.434,-0.11,2,-0.11,0.74,29,0.597,0.597,4,29,1,3.45,10.34,2,1,0,1,2,7,1,19,4,0.21,7,11,24.14,1.36,0,1,"YDR098C",-644178,4
"GRX5",2.064,2.064,-0.065,2,-0.065,0.67,26,NA,0.406,1,21,5,19.23,0,0,0,1,1,0,1,0,6,0,0,3,7,11.54,1.075,0,1,"YPL059W",444579,16
"GRX6",1.499,1.499,-0.106,2,-0.106,0.66,17,NA,0.115,4,16,0,0,18.75,1,3,2,2,0,5,2,15,4,0.27,0,10,0,1.101,NA,NA,"YBR014C",-266725,2
"GRX8",0.419,0.419,0.417,2,0.417,0.7,32,0.597,0.597,2,32,0,0,3.12,2,1,2,0,2,1,2,11,1,0.09,4,14,12.5,0.774,NA,NA,"YLR364W",854062,12
"GSC2",0.38,0.38,0.104,2,0.104,0.48,46,1.395,1.395,5,45,8,17.39,15.56,2,3,1,4,5,3,5,28,11,0.39,18,25,39.13,1.201,NA,NA,"YGR032W",548264,7
"GSF2",10.811,10.811,-0.134,2,-0.134,0.73,14,NA,0.192,4,11,0,0,0,0,1,2,0,0,0,0,7,0,0,2,4,14.29,1.438,0,1,"YML048W",178426,13
"GSH1",1.947,1.947,-0.045,2,-0.045,0.62,40,0.597,0.597,4,39,6,15,12.82,6,1,3,2,2,0,3,20,5,0.25,19,22,47.5,1.221,0,1,"YJL101C",-234320,10
"GSH2",2.075,2.075,-0.083,2,-0.083,0.8,14,NA,0.115,3,7,0,0,0,0,1,3,0,1,0,0,5,0,0,0,7,0,1.321,NA,NA,"YOL049W",238619,15
"GSM1",0.233,0.233,-0.069,2,-0.069,0.71,22,NA,0.472,5,15,0,0,0,0,2,1,0,0,2,0,11,1,0.09,0,9,0,0.764,NA,NA,"YJL103C",-229025,10
"GSP1",34.617,34.617,-0.097,2,-0.097,0.7,28,0.597,0.597,3,27,1,3.57,0,0,1,2,1,1,1,0,9,1,0.11,8,11,28.57,1.522,NA,NA,"YLR293C",-720771,12
"GSY1",0.47,0.47,0.105,2,0.105,0.63,56,0.996,1.395,12,56,18,32.14,42.86,5,3,1,2,5,2,13,34,24,0.71,17,27,30.36,0.517,0,1,"YFR015C",-174265,6
"GTB1",0.404,0.404,-0.326,2,-0.326,0.81,21,0.597,0.597,0,14,0,0,21.43,1,1,2,1,0,3,4,18,5,0.28,3,15,14.29,1.236,NA,NA,"YDR221W",907330,4
"GTF1",1.194,1.194,-0.057,2,-0.057,0.81,19,NA,0.192,5,15,0,0,0,2,1,1,1,2,1,0,12,1,0.08,0,14,0,1.185,NA,NA,"YGR102C",-694584,7
"GTO1",0.303,0.303,0.15,2,0.15,0.62,23,NA,0.472,6,19,0,0,10.53,4,1,1,0,1,2,1,14,3,0.21,2,12,8.7,0.835,NA,NA,"YGR154C",-796798,7
"GTO3",0.338,0.338,0.233,2,0.233,0.77,30,NA,0.268,4,26,5,17.24,15.38,2,0,0,1,1,5,1,15,4,0.27,2,19,6.67,0.338,NA,NA,"YMR251W",772915,13
"GTR1",1.005,1.005,-0.029,2,-0.029,0.5,30,NA,0.26,10,29,3,10,3.45,1,0,1,2,1,2,1,13,1,0.08,6,7,20,0.976,0,1,"YML121W",26930,13
"GTS1",2.358,2.358,-0.043,2,-0.043,0.67,18,NA,0.268,4,10,0,0,10,0,2,2,2,1,2,0,12,2,0.17,4,5,22.22,1.163,0,1,"YGL181W",157906,7
"GTT1",0.827,0.827,0.081,2,0.081,0.73,26,NA,0.268,4,21,0,0,0,1,2,1,0,3,4,1,15,2,0.13,7,15,26.92,0.534,NA,NA,"YIR038C",-423809,9
"GTT3",0.765,0.765,0.29,2,0.29,0.39,28,NA,0.192,9,27,0,0,40.74,2,1,3,4,2,1,7,21,11,0.52,2,11,7.14,0.999,0,1,"YEL017W",123657,5
"GUA1",17.867,17.867,-0.122,2,-0.122,0.69,26,0.597,0.597,2,24,7,26.92,16.67,0,3,1,1,2,2,0,11,7,0.64,8,11,30.77,1.69,NA,NA,"YMR217W",701790,13
"GUD1",0.149,0.149,-0.473,2,-0.473,0.73,22,NA,0.406,5,19,3,13.64,10.53,1,0,4,1,4,2,5,19,2,0.11,2,10,9.09,0.917,NA,NA,"YDL238C",-28985,4
"GUF1",0.162,0.162,-0.257,2,-0.257,0.79,14,NA,0.052,3,6,0,0,0,0,1,0,1,0,1,2,7,0,0,4,9,28.57,1.172,NA,NA,"YLR289W",715089,12
"GUK1",6.217,6.217,-0.127,2,-0.127,0.7,30,0.597,0.597,3,27,5,16.67,11.11,3,3,2,1,2,1,4,21,4,0.19,11,15,36.67,0.904,0,1,"YDR454C",-1366264,4
"GUP1",0.713,0.713,-0.009,2,-0.009,0.69,20,NA,0.115,7,17,0,0,5.88,3,2,2,0,1,0,0,11,2,0.18,3,11,15,1.245,0,1,"YGL084C",-350616,7
"GUS1",13.289,13.289,-0.07,2,-0.07,0.74,27,0.597,0.597,1,27,1,3.7,7.41,0,1,4,3,1,4,4,20,2,0.1,12,10,44.44,1.672,NA,NA,"YGL245W",39023,7
"GUT1",0.532,0.532,-0.141,2,-0.141,0.83,34,0.597,0.597,12,32,3,8.82,21.88,1,0,2,4,5,3,3,22,10,0.45,13,20,38.24,0.785,NA,NA,"YHL032C",-36379,8
"GUT2",0.633,0.633,0.01,2,0.01,0.82,44,0.996,1.395,13,44,4,9.09,4.55,3,4,3,1,2,2,2,21,3,0.14,19,27,43.18,0.627,1,0,"YIL155C",-51759,9
"GVP36",7.51,7.51,-0.158,2,-0.158,0.78,28,0.597,0.597,1,26,1,3.7,7.69,1,1,2,3,1,4,2,14,2,0.14,2,6,7.14,1.29,NA,NA,"YIL041W",276525,9
"GWT1",0.531,0.531,-0.114,2,-0.114,0.72,18,NA,0.251,2,12,0,0,0,0,0,1,1,1,2,0,8,0,0,7,5,38.89,1.042,NA,NA,"YJL091C",-261080,10
"GYL1",0.844,0.844,0.08,2,0.08,0.77,36,NA,0.403,6,33,7,19.44,3.03,1,1,2,2,0,1,1,10,1,0.1,7,10,19.44,1.218,NA,NA,"YMR192W",647118,13
"GYP1",0.408,0.408,-0.046,2,-0.046,0.68,20,0.597,0.597,6,16,1,5,0,0,2,0,3,1,1,0,8,0,0,2,6,10,1.544,NA,NA,"YOR070C",-455907,15
"GYP6",2.126,2.126,0.018,2,0.018,0.74,38,0.996,1.395,16,37,6,15.79,10.81,1,2,2,1,4,1,4,19,5,0.26,8,17,21.05,1.179,0,1,"YJL044C",-358300,10
"GYP7",0.595,0.595,-0.058,2,-0.058,0.79,37,1.395,1.395,7,35,9,25,17.14,0,2,2,8,4,3,6,28,6,0.21,10,14,27.03,1.229,1,0,"YDL234C",-34237,4
"GYP8",0.637,0.637,0.062,2,0.062,0.57,24,NA,0.472,11,23,1,4.17,4.35,0,1,3,0,1,4,3,15,1,0.07,2,6,8.33,1.125,NA,NA,"YFL027C",-80419,6
"HAL1",0.154,0.154,-0.224,2,-0.224,0.61,36,1.151,1.705,11,34,7,19.44,5.88,3,2,1,0,1,1,1,14,4,0.29,8,20,22.22,0.681,NA,NA,"YPR005C",-565787,16
"HAL5",1.16,1.16,0.09,2,0.09,0.67,19,NA,0.137,7,14,1,5.26,0,0,2,0,1,1,1,0,6,1,0.17,0,12,0,1.356,NA,NA,"YJL165C",-106894,10
"HAL9",0.31,0.31,-0.06,2,-0.06,0.75,21,NA,0.138,6,17,1,4.76,0,0,1,1,0,1,1,0,6,0,0,2,5,9.52,1.353,NA,NA,"YOL089C",-150398,15
"HAM1",2.255,2.255,-0.052,2,-0.052,0.78,13,0.597,0.597,2,4,0,0,0,0,0,0,1,0,1,1,4,0,0,0,5,0,0.991,0,1,"YJR069C",-568806,10
"HAP2",0.666,0.666,-0.027,2,-0.027,0.8,23,NA,0.26,7,20,3,13.04,5,3,0,0,3,2,1,2,13,3,0.23,5,10,21.74,1.162,NA,NA,"YGL237C",-52731,7
"HAP3",0.666,0.666,-0.07,2,-0.07,0.71,17,0.597,0.597,2,12,0,0,33.33,0,1,0,0,3,4,6,14,4,0.29,0,5,0,0.932,0,1,"YBL021C",-181660,2
"HAP4",1.284,1.284,0.127,2,0.127,0.32,51,1.395,1.395,8,50,9,17.65,22,0,1,1,6,5,2,1,22,13,0.59,20,30,39.22,1.282,NA,NA,"YKL109W",232227,11
"HAP5",0.746,0.746,0.02,2,0.02,0.69,19,0.597,0.597,6,14,0,0,0,0,1,1,3,3,1,0,11,2,0.18,6,9,31.58,0.534,NA,NA,"YOR358W",1010161,15
"HAS1",8.593,8.593,-0.089,2,-0.089,0.44,33,NA,0.268,1,33,8,24.24,30.3,1,1,6,4,5,3,0,21,10,0.48,6,19,18.18,1.464,NA,NA,"YMR290C",-850074,13
"HAT1",0.889,0.889,-0.013,2,-0.013,0.78,18,NA,0.26,0,15,0,0,0,0,0,1,0,0,0,0,2,0,0,4,8,22.22,1.016,NA,NA,"YPL001W",554605,16
"HAT2",0.892,0.892,0.112,2,0.112,0.74,16,NA,0.26,4,10,0,0,0,1,0,1,2,4,2,0,11,1,0.09,0,5,0,1.394,NA,NA,"YEL056W",47168,5
"HBN1",0.406,0.406,0.173,2,0.173,0.67,11,1.395,1.395,1,5,0,0,0,0,1,1,1,1,1,2,8,0,0,2,2,18.18,0.34,NA,NA,"YCL026C-B",-73405,3
"HBS1",0.981,0.981,-0.059,2,-0.059,0.78,17,NA,0.26,0,10,0,0,0,1,3,1,0,1,2,1,9,0,0,2,4,11.76,1.419,0,1,"YKR084C",-597055,11
"HBT1",0.113,0.113,0.305,2,0.305,0.74,37,NA,0.26,8,35,9,24.32,11.43,0,1,5,5,4,5,4,26,6,0.23,9,15,24.32,0.763,NA,NA,"YDL223C",-57265,4
"HCA4",3.1,3.1,-0.07,2,-0.07,0.7,27,0.597,0.597,0,27,3,11.11,0,0,2,2,1,1,1,4,12,1,0.08,6,12,22.22,1.468,0,1,"YJL033W",383837,10
"HCH1",3.016,3.016,0.101,2,0.101,0.74,27,NA,0.26,3,26,0,0,3.85,3,3,0,1,0,0,2,12,1,0.08,5,13,18.52,1.258,0,1,"YNL281W",108467,14
